2aqvRcQGRgqAQ0	2	0002	15606	55	MOVIE: Find The Lady			2	1	1	2	1	9	A young woman and a local doctor turn amateur detectives, when the woman becomes suspicious over the disappearance of her godmother. Donald Houston, Mervyn Johns, Beverly Brooks 
2aQfBCaGRwaQA0	3	0006,0007	16826	30	Time Life Australia			1	1	1	1	1	0	DVD, CD & VHS shopping opportunities. 
2qqFRSqGRgaQA0	4	0008,0009	15622	60	Guthy-Renker Australia			1	1	1	1	1	0	Another home shopping show.
2AqFBCAWbWAVA0	1	0003	18453	115	Temporary Close			1	1	1	1	1		Station Close
2QqVRSQgRWTaA0	3	0006,0007	16822	30	Icon International			1	1	1	1	1		Another home shopping opportunity for desperate insomniacs.
2qafBsQwRgvvA0	2	0002	15583	35	Stand Up!			1	2	1	2	1	12	Australia's best comedians get together for half an hour each week with one objective - to make you laugh. Hosted by the vivacious Meshel Laurie.  
2aAvRcAGBHQaA0	3	0006,0007	16823	120	NBC Today			1	2	1	1	1	0	Morning news program from the desk of the award winning NBC news team.
2AQVRCaGrhQQA0	4	0008,0009	15618	30	Creflo A. Dollar, Jr			1	1	1	1	1	0	Religious programming.
2AQfRCqwBhaaA0	5	0001,0005,0010	16902	30	Enjoying Everyday Life			1	1	1	1	1	0	Christian religious program with American Bible teacher, Joyce Meyer.
2aafBcQwbhdqA0	2	0002	15565	90	MOVIE: The Perfect Woman			2	1	1	2	1	0	A girl changes places with her inventor uncle's robot woman. Patricia Roc, Nigel Patrick, Stanley Holloway, Miles Malleson
2qQFRsAGrhTaA0	4	0008,0009	15619	90	Good Morning America			1	2	1	1	1		All the overnight breaking news from the ABC Washington news desk.
2QaVBSqgBhTaA0	5	0001,0005,0010	16903	30	Kenneth Copeland			1	1	1	1	1	9	American preacher Kenneth Copeland advocates his 'Faith Formula'.
2AavBcaWByQAQ0	1	0003	18440	25	Weather Watch & Music			1	1	1	1	1		A continuously updated weather report, bringing viewers the latest weather conditions from around Australia, and featuring a selection of quality music.
2QqVRSqgbIaaA0	5	0001,0005,0010	16904	30	Life Today With James Robison			1	1	1	1	1	9	American Christian 'Televangelist', James Robison presents.
2aQVRCQGBYCfA0	1	0003	18441	35	Japanese News			1	1	1	1	1		News via satellite from NHK Tokyo, In Japanese, no subtitles.
2AQVRCQwRYdaA0	5	0001,0005,0010	16905	30	This Is Your Day			1	1	1	1	1	0	American TV evangelist Benny Hinn presents his Christian miracle healings.
2AaVBCAGRzAaA0	1	0003	18465	30	Cantonese News			1	1	1	1	1		News via satellite from ATV Hong Kong, in Cantonese, no subtitles.
2aqVBcQWBzAAQ0	2	0002	15584	25	Jeopardy			1	2	1	2	1	0	Strongly influenced by The Blair Witch Project, this children's drama series finds eight students on a school trip/UFO expedition to the Australian outback.
2aafBCAWBzaqA0	3	0006,0007	16813	180	Sunrise			1	2	3	1	2		David Koch, Melissa Doyle and Natalie Barr present news, business, sport, weather and some interesting insights into current events.
2qQfRSagrJqAQ0	4	0008,0009	15628	180	Today			1	2	3	1	2		Hosts Karl Stefanovic and Tracy Grimshaw bring you the latest information on everything from family health to fashion with regular news and weather updates throughout the morning.
2aAvRcawRzAqA0	5	0001,0005,0010	16906	60	Bright Ideas			1	1	1	1	2	0	The latest in practical inventions and products to make your life more leisurely and a whole lot easier.
2QQfRsQGRZqAQ0	101	0090,0080	39343	180	Today			1	2	3	1	2		Hosts Karl Stefanovic and Tracy Grimshaw bring you the latest information on everything from family health to fashion with regular news and weather updates throughout the morning.
2AafBCAwRzaqA0	103	0070,0060	39411	180	Sunrise			1	2	3	1	2		David Koch, Melissa Doyle and Natalie Barr present news, business, sport, weather and some interesting insights into current events.
2AafRcQGbzCFQ0	2	0002	15589	5	Batfink			1	1	1	2	1	0	Batfink's hero has supersonic sonar-radar and wings like a shield of steel. With his side-kick Karate he attempts to thwart the plans of arch-villain Hugo-A-Go-Go.
2QQvBSqWRZcvA0	38	0021	57769	35	Lateline			1	2	1	1	1		A unique nightly news analysis program bringing you up-to-the-minute coverage of Australian and international news and events.
2QAfBSawBjtQA0	1	0003	18471	140	UEFA European Champions League			1	1	1	1	1		Match from the UEFA Champions League.
2AaFRCqwbZDaQ0	2	0002	15591	5	Untalkative Bunny			1	1	1	2	1	0	The antics of a furry little herbivore and his friend Orange Squirrel. Although the bunny is lost for words, he's certainly no dumb animal. It seems that however how hard he tries, things always go wrong. But this won't stop our hero!  
2QAFBSqwbZTVQ0	2	0002	15588	25	The Magic School Bus			1	1	1	2	1	0	Climb aboard for the ride of your life and join the fun as we journey with Ms. Frizzle and her class on their wild and zany field trips: travel through the Solar System as well as learn how planes fly.
2QafRSAwCAQaQ0	2	0002	15585	10	The Way Things Work			1	1	1	2	1	0	This ultimate televisual guide to the world of machines, inventions and technology, for curious minds of all ages, shows how machines do what they do. Explores how the concepts behind one invention can also link to those behind another.
2AaFRCqWcAQQQ0	5	0001,0005,0010	16928	90	Toasted TV			1	1	1	1	1	0	In-between showing the latest cartoons your perky Toasted TV hosts present a little bit of music, a little bit of sport and a lot of fun and games. All coming to you from a sunny Queensland theme park!
2AAFBcaGSaQQQ0	38	0021	57793	30	Second Opinion	Thyroid Anxiety/Mobility Problems		1	2	1	2	1	0	Hosted by Judy Tierney, this new series looks at complementary therapies. It's always good to get a second opinion, as it could be the key to a better and healthier life.  
2aqfRCqGSqrQA0	2	0002	15600	15	Sitting Ducks			1	1	1	2	1	0	The adventures of Bill the duck and Aldo the alligator.
2aqVBCQGsQcVQ0	2	0002	15586	10	Tracey McBean			1	1	1	2	1	0	Ever wanted to build a space rocket, invent a homework-doing machine or make your school vanish? Well, join Tracey McBean and best friend Shamus Wong, on journeys full of mystery, drama, bizarre twists and funny bits!
2aqFRcQGsatQQ0	38	0021	57770	30	Gardening Australia	Tropical Aussies		1	2	1	1	1	0	Jerry Coleby-Williams shows off his collection of home-grown pineapples - some are delicious to eat, all are gorgeous to look at and they are all easily grown from cuttings, even in sub tropical regions.  
2qQFRsaGCqtVQ0	2	0002	15587	5	Olliver's Adventures			1	1	1	2	1	0	Olliver is a young boy who invents a world of his own where he works though the difficulties of growing up by creating stories that reconfigure his every day life and impressions of the world into zany epic adventures.
2AQVBCAGsQuQQ0	2	0002	15590	15	Martin Morning			1	1	1	2	1	0	The un-average world of 7 yr old Martin Morning and his friend Gromo. Martin thinks the rest of the world finds him average: but he knows that every morning very UN-average type - amazing and unbelievable things happens to him.
2aAfBcQGsqvVQ0	2	0002	15592	5	Lazy Lucy			1	1	1	1	1	0	At first glance Lucy is a fairly normal 8 year old, but she's far from it- her overactive mind is constantly trying to come up with imaginative and original ways of doing things, and shines a new and humorous light on the everyday world.  
2AAVRcQGCrAqQ0	2	0002	15601	10	Little Robots			1	2	1	2	1	0	Tiny and his Little Robot friends are pioneers, builders and architects of a brand new world. Finding themselves abandoned on a metal scrap heap, they turn junk into a magical world - a metal dome with a sun, moon, trees and homes - all created using their skills, vision and imagination. 
2qavRsaWsbQqA0	38	0021	57771	30	Dimensions In Time			1	2	1	1	1	0	Dimensions in Time presents personal stories that explore the foundations of Australian culture and society.  
2AAvRcQwCBbQQ0	2	0002	15597	10	Angelina Ballerina			1	1	1	2	1	0	Angelina is a feisty young mouse determined to be the greatest ballerina in Mouseland. From the moment she could walk, Angelina has been practising her plies and pirouettes in front of her bedroom mirror. 
2AqFRcqwSRCaQ0	2	0002	15596	15	Rubbadubbers			1	1	1	1	1	0	Bathtime is fun and the bath toys love the splashing and playing too. But what do they do the rest of the time? Once the coast is clear, the Rubbadubbers come to life and turn an everyday bathroom into a world of imagination and adventure.
2aqvRcAWSRTaA0	5	0001,0005,0010	16909	30	In The Box			1	2	1	2	1	0	Bop and friends take your child on mystical adventures of discovery. 
2aQFRCaGcRdqA0	38	0021	57811	60	Pacific Stories	My Valley Is Changing/Paradise Imperfect		1	2	1	2	1	0	In this episode, we examine the nine-year crisis behind the beauty of Bougainville. 
2AqVBcaWcRTfA0	2	0002	15595	25	Bambaloo			1	1	1	2	2	0	From the creators of The Muppets, comes Bambaloo, for more preschooler's fun.
2QQVRSQWCRFaA0	1	0003	18464	30	Spanish News			1	1	1	1	1		News via satellite from RTVE Madrid, in Spanish, no subtitles.
2AQvRCQwCcAaA0	2	0002	15598	20	Boohbah			1	1	1	2	1	0	Hip and hop about with the Boohbahs, and do the funny Falling Up dance.
2qAVBsAGcsAQQ0	3	0006,0007	16821	30	The Fairies			1	2	1	1	2	0	Harmony is a Golden fairy who lives in the bottom of the garden with her very special friends Elf the fairy cake baker, Barnaby the Bee and Rainbow Rhapsody. Join them for singing, dancing and lots fun!
2aQfBcqwcSQqQ0	4	0008,0009	15630	90	Mornings with Kerri-Anne Summer Series			1	1	3	1	2	9	The perennial Kerri-Anne Kennerley touches on all the issues, from the informative to the frivolous. Always entertaining, the show brings to your morning a blend of current affairs and gossip with frequent revealing interviews with the who's who in our world. 
2AqFRcagcSQaQ0	5	0001,0005,0010	16910	120	GMA With Bert Newton			1	2	3	1	2	9	Hats off to Bert!! It's his 5th decade in television variety entertainment and the IceMan reckons he's good for a 6th. Of course it will be live from the plastic surgery and the jokes a little tight-lipped but hey ... we'll all watch him anyway.
2qafBSQgCcQqQ0	101	0090,0080	39345	90	Mornings with Kerri-Anne Summer Series			1	1	3	1	2	9	The perennial Kerri-Anne Kennerley touches on all the issues, from the informative to the frivolous. Always entertaining, the show brings to your morning a blend of current affairs and gossip with frequent revealing interviews with the who's who in our world. 
2qQfRsAgCSQaQ0	104	0012,0050	39441	120	GMA With Bert Newton			1	2	3	1	2	9	Hats off to Bert!! It's his 5th decade in television variety entertainment and the IceMan reckons he's good for a 6th. Of course it will be live from the plastic surgery and the jokes a little tight-lipped but hey ... we'll all watch him anyway.
2AqvRcQgscsQA0	1	0003	18462	35	Le Journal			1	1	1	1	1		News via satellite from FR2 Paris, in French, no subtitles.
2AqVRcQgsCcQQ0	2	0002	15599	5	Max and Ruby			1	1	1	2	1	0	The adventures of two bunny siblings. Max is an irrepressible, sassy 3 yr old and Ruby is his smart 7 yr old sister. These two bunnies never want the same thing and their plans always collide with hilarious results.
2AQfBCQWCcSVQ0	2	0002	15593	5	Bananas in Pyjamas			1	1	1	2	1	0	Mayhem and mischief as the Bananas and their friends the Teddies are joined by some rather eccentric farmyard characters: Camembert the cow, Dolly the sheep, Pedro the pig, and chickens, Gregory and Peck.
2AqVBCQwCCDQQ0	2	0002	15594	30	Play School			1	1	1	2	1	0	Join the playschool gang to learn, sing songs, listen to stories and make things. Experience adventures with Big Ted, Jemima and all the other toys, on this all time favourite children's show.
2QaFRSaGScdqQ0	3	0006,0007	16808	60	Always Greener	Extraordinary Ordinary		1	2	1	2	2	9	Kim makes a family documentary and learns the hard way that the truth can get you into all sorts of trouble. Meanwhile, Marissa has a night on the town and runs into a few ghosts from her past. John Howard, Anne Tenney, Caitlin McDougall, Michala Banas, Clayton Watson, Grant Bowler 
2aavBcAGSSdqA0	38	0021	57803	15	Australia Wide			1	2	1	1	1		Exclusive to ABC2. Join the Australia Wide team as they bring you a snapshot of the day's most relevant regional news stories.
2aQfRcAgcsuVQ0	38	0021	33777	15	Four Corners: The Interviews	Cartoonist Bill Leak On Depression		1	2	1	2	1		The complex subject of depression as told by Bill Leak, The Australian's daily editorial cartoonist and one of Australia's leading satirists and most respected portrait painters.  
2QQVBsaWCSFfA0	1	0003	18463	35	Russian News			1	1	1	1	1		News via satellite from NTV Moscow, in Russian, no subtitles.
2QQfRSqwctAAQ0	2	0002	15609	10	Lights, Camera, Action, Wiggles!			1	1	1	2	1	0	The Wiggles want to make TV for children their way: full of fun, music and entertainment transmitted from their very own Network Wiggles.
2qaFRSQwSdAaA0	38	0021	57772	25	Boohbah			1	1	1	2	2	0	Hip and hop about with the Boohbahs, and do the funny Falling Up dance.
2qAFBSqGstbqA0	2	0002	15613	15	The Wiggles Show			1	2	1	2	1	0	The Wiggles make TV for children their way: full of fun, music and entertainment transmitted from their very own Network Wiggles.
2QafBSQGcDsVQ0	2	0002	15614	10	Hilltop Hospital			1	1	1	2	1	0	There's never a dull moment at Hilltop, where the staff deal with both the hilarious and the heart-rendering. When the doctors, nurses and patients are all animals, the late night casualty department can seem like a zoo.
2QafRSAwsTCVQ0	38	0021	57773	10	Molly's Gang			1	1	1	2	1	0	Molly's Gang follows the bizarre adventures of a quirky group of alien characters from the Planet Gallyfrip. Molly and her friends meet in their hideaway to plot their games and playful antics.
2AQVBCAGCttQA0	1	0003	18442	60	Greek News			1	1	1	1	1		News via satellite from ERT Athens, in Greek, no subtitles.
2AqVRCQwsttaA0	3	0006,0007	16817	30	Seven Morning News			1	2	3	1	2		From around Australia and across the globe, the morning news team bring you right up to date.
2aAFRcAgSdDqA0	4	0008,0009	15643	30	Here's Humphrey			1	2	1	2	2	0	Everybody's favourite, cuddly bear, Humphrey, dances his way through life and into your child's heart.
2QaVRSAWSDDqA0	103	0070,0060	39412	30	Seven Morning News			1	2	3	1	2		>From around Australia and across the globe, the morning news team bring you right up to date.
2AqfBcAGcDtVQ0	2	0002	15610	10	Hilltop Hospital			1	1	1	2	1	0	There's never a dull moment at Hilltop, where the staff deal with both the hilarious and the heart-rendering. When the doctors, nurses and patients are all animals, the late night casualty department can seem like a zoo.
2AafRcQgctDfa0	38	0021	57774	5	Sali Mali			1	1	1	2	1	0	Based on a highly successful series of children's books written in the 1960's. Over the years, these stories have become firm favourites with children in Wales - and they are now available throughout the world. With warmth and humour, these stories follow Sali Mali and Jackdaw as they enjoy discovering the world around them. The gentle characters, bright colours and simple animation will appeal to the youngest viewers.
2QQvBsQGSduQQ0	38	0021	57802	10	Bob the Builder			1	1	1	2	1	0	Bob, the lovable, absent-minded builder and his cheeky crew - Scoop the Digger, Muck the Bulldozer, Dizzy the Cement Mixer, Lofty the Crane, and Wendy - solve problems, complete wacky projects and help each other in times of crisis.
2AaFBcaWcdEVQ0	2	0002	15615	10	Dragon			1	1	1	2	1	0	Dragon is a claymation series aimed at children aged three to five. Dragon explores themes that children everywhere can identify with: wanting a friend and being afraid of the dark amongst many others.
2qAvRsAwCTFQQ0	38	0021	57810	5	Global Grover			1	1	1	1	1	0	Global Grover journeys all over the world, introducing children to other who are also learning and growing; mastering new dances, making new things, and playing with new friends and family  
2aqFRcAWCDfVQ0	2	0002	15611	25	The Hoobs			1	1	1	2	1	0	Iver, Tula, Groove , Roma and Hubba Hubba are Hoobs who come from Hoobland, a sunny, colourful, bouncy world. They travel the universe in their Hoobmobile, a colourful, imaginative bus that they live in as well as drive. 
2QafRSqwSDVVQ0	38	0021	57809	10	Franny's Feet			1	1	1	1	1	0	Franny is 5 and one half years old. When she tries on shoes in her grandfather's repair shop, Franny's fantastic feet take her on magical adventures where she meets new friends and discovers new places.
2aAvBCAXqAQqQ0	3	0006,0007	16816	30	Scrubs	My Journey		1	1	1	2	1	9	Elliot tries to find time to see Sean (who it turns out is a dolphin trainer) without compromising her work, but a lumbar puncture could ruin everything. JD and Turk argue about their emotions and Carla announces her wedding date. Zach Braff, Donald Faison, Sarah Chalke, John C. McGinley 
2aafRcqxqaQqA0	4	0008,0009	15638	30	National Nine Morning News			1	1	1	1	2		From the National Nine news desk in Sydney to your lounge room - the breaking news from around the world.
2aaFRcaXqaQAQ0	5	0001,0005,0010	16922	30	Huey's Cooking Adventures			1	1	1	2	2	0	Iain Hewitson is fast approaching the status of Australian culinary icon and will have you drooling over a selection of easy to follow recipes.
2QQVBSqXqaqFQ0	38	0021	57775	15	Postman Pat			1	1	1	2	1	0	More than just the man who delivers the mail, Postman Pat is a friend to all the people of Greendale. He always has a kind word and a joke for everyone, and he is ready to help out when needed.
2AAvBcAHQqsAA0	2	0002	15612	15	Oobi			1	1	1	2	1	0	Children's program.
2QAvRsQhAacQQ0	38	0021	57796	10	Barney			1	1	1	2	1	9	Barney, a lovable but clumsy sheepdog, wears a gold star on his collar to remind him of his dreams for stardom. With the puppies, Lost and Found, their owner, Mr Prophet and Roger, the mouse, they have all sorts of adventures.  
2QqfBSaxqqdQA0	1	0003	18443	35	Arabic News			1	1	1	1	1		News via satellite from DRTV Dubai, no subtitles.
2qQfBsaHAatqQ0	3	0006,0007	16828	30	Scrubs	My White Whale		1	1	1	2	1	9	Jordan and Dr. Cox bully a pediatrician into taking care of their son. They steal his prized doll and hold it for ransom. Meanwhile, JD turns his interns into a bunch of slack no-hopers who disrespect him. He is forced to turn to the dark side (Sean) for help. Zach Braff, Donald Faison, Sarah Chalke, John C. McGinley 
2AqvBcAXqatqQ0	4	0008,0009	15639	30	Spin City	Yeah Baby!		1	1	3	1	2	9	The Mayor's new campaign consultant is also a part-time psychic. She warns Caitlin of impending disaster in Charlie's life, which spurs Caitlin to run off on a rescue mission. Michelle, meanwhile, thinks she might be pregnant, but no-one knows who the Daddy will be. Charlie Sheen, Heather Locklear, Barry Bostwick 
2AAVBCqHaADqA0	5	0001,0005,0010	16911	30	Ten Morning News			1	2	1	1	2		Morning News bulletin with all the late breaking stories from Australia and around the globe.
2aQfRcAhaQDaQ0	38	0021	57791	5	Yoko! Jakamoko! Toto!			1	1	1	1	1	0	Yoko! Jakamoko! Toto! features Yoko the Bird, Jakamoko the Armadillo and Toto the Monkey. It's about friendship, it's about life being an adventure and its about celebration played out to exciting music with a Spanish and African beat.
2aavBcAxAqtqQ0	101	0090,0080	39347	30	Spin City	Yeah Baby!		1	1	3	1	2	9	The Mayor's new campaign consultant is also a part-time psychic. She warns Caitlin of impending disaster in Charlie's life, which spurs Caitlin to run off on a rescue mission. Michelle, meanwhile, thinks she might be pregnant, but no-one knows who the Daddy will be. Charlie Sheen, Heather Locklear, Barry Bostwick 
2aqfRcAhqAtFQ0	2	0002	15616	25	Brambly Hedge			1	1	1	2	1	0	Following the adventures of a group of mice that live in Brambly Hedge, observing them as they busily prepare for the seasons. Based on the exquisite picture books by Jill Barklem.
2AqVRcqHaQTVQ0	38	0021	57800	10	Toddworld			1	1	1	1	1	0	The adventures of artistic, offbeat six-year-old, Todd, and his friends, Pickle, Dot, Sophie, his dog Otto and cat Mitzi amongst a varied assortment of vibrantly-coloured animals plus an alien visitor or two.
2qAFRSQxQquFQ0	38	0021	57801	10	Hairy Maclary			1	1	1	1	1	0	These animated adventures of Hairy Maclary from Donaldson's Dairy and his dog friends, are based on the most successful series of children's picture books ever published in New Zealand.  
2QQVBsQXQaVVQ0	38	0021	57776	5	Bananas in Pyjamas			1	1	1	2	1	0	Mayhem and mischief as the Bananas and their friends the Teddies are joined by some rather eccentric farmyard characters: Camembert the cow, Dolly the sheep, Pedro the pig, and chickens, Gregory and Peck.
2QQVBsaHQraqA0	2	0002	15553	30	Midday Report *			1	2	1	1	1		Ros Childs presents up-to-the minute local, national and international news, with special attention on business and the economy.
2AQfRcqXqRaaQ0	3	0006,0007	16818	120	MOVIE: Monkeybone			1	1	3	2	2	12	Made comatose by an accident, a successful cartoonist is cast into a mythical dreamworld where one of his cartoon creations springs to life, playing havoc with his efforts to return to the land of the living. Brendan Fraser, Bridget Fonda, Chris Kattan. 
2aQVBCQhQBQaQ0	4	0008,0009	15640	60	Dr Phil	Rudest Kids In America		1	1	1	2	1	9	Dr Phil has had 30 years of experience in psychology, and in this show he deals with real people having real problems.  From weight dilemmas to family issues and bizarre behaviours, Dr Phil brings his couch into your lounge room.
2aafRCQhqbAQQ0	5	0001,0005,0010	16912	60	Murder, She Wrote	Murder at LA Mode		1	1	1	2	1	9	Jessica is a woman ahead of her time. She uncovers a string of crimes being committed in Parisian sweat-shops and the swanky fashionistas could be to blame. Angela Lansbury 
2aQVBcQHqRqQQ0	38	0021	57777	25	Play With Me Sesame			1	1	1	2	1	0	A playdate with some of Sesame Street's favourite characters: Bert, Ernie and Grover. Each episode mixes classic Sesame Street footage with newly created games and activities where the Muppets invite children to join in.
2qqfRsaxAbaaQ0	103	0070,0060	39413	120	MOVIE: Monkeybone			1	1	3	2	2	12	Made comatose by an accident, a successful cartoonist is cast into a mythical dreamworld where one of his cartoon creations springs to life, playing havoc with his efforts to return to the land of the living. Brendan Fraser, Bridget Fonda, Chris Kattan. 
2QqfBsahqrAfA0	1	0003	18444	25	Indonesian News			1	1	1	1	1		News via satellite from TVRI Jakarta, in Indonesian, no subtitles.
2aAfBCqHqRCVQ0	38	0021	57805	5	Busy Buses			1	1	1	2	1	0	Follow the antics of the nicest, friendliest and most adventurous buses from Chumley Bus Service, as they go about their daily runs in the little town of Chumley, under the guidance of Mr Spector.
2aQfBcqxARdQA0	1	0003	18445	30	Business Report			1	1	1	1	1		From PBS bureau in Miami and New York.
2QQVRsqhAbdAQ0	2	0002	15556	30	Something in the Air	Playing The Game		1	2	1	2	1	0	Ryan is under pressure to marry the pregnant Vanessa. Annie finds herself at odds with most of the town over Angus. Anne Phelan, Jeremy Lindsay Taylor  
2aQfBCqhQBDQQ0	38	0021	57804	30	Play School			1	1	1	2	1	0	Join the playschool gang to learn, sing songs, listen to stories and make things. Experience adventures with Big Ted, Jemima and all the other toys, on this all time favourite children's show.
2qQvBSqHAcAaA0	1	0003	18454	30	Mandarin News			1	1	1	1	1		News via satellite from CCTV Beijing, in Mandarin, no subtitles.
2QqVBSaXqSQQQ0	2	0002	15559	60	National Press Club Address	Mark Vaile, Leader of The Nationals		1	1	1	1	1	0	The National Press Club Address presents speakers from all manner of backgrounds, dealing with political, social, sporting, artistic and religious issues.
2AavBcQHqCAQQ0	4	0008,0009	15631	60	Days Of Our Lives			1	1	1	1	1	9	Long running soap opera following the lives of two families, the Hortons and the Bradys. The dramas, struggles and relationship twists are all part of life in the Midwest town of Salem.
2aAVBCQxQSaQQ0	5	0001,0005,0010	16923	60	Ready Steady Cook			1	1	1	2	2	0	The pressure's on to whip up a tantalising treat. Get inspired to hit the kitchen as Australia's best chefs, culinary experts and guest contestants go shoulder-to-shoulder in a  cook-off against the clock.
2AQfRcQxqsAQQ0	38	0021	57778	30	Arthur			1	1	1	2	1	0	Arthur, an 8-year-old aardvark, guides us through energetic, emotional stories about growing up. His world revolves around his family and friends and he lives in a town peopled by odd and engaging animals.
2QaVBsQHqstQA0	1	0003	18472	30	Italian News			1	1	1	1	1		News via satellite from RAI Rome, in Italian, no subtitles.
2AqVRcQHACTAQ0	38	0021	57779	10	Lights, Camera, Action, Wiggles!			1	1	1	2	1	0	The Wiggles want to make TV for children their way: full of fun, music and entertainment transmitted from their very own Network Wiggles.
2AAvRCQHQSuaQ0	38	0021	57797	25	Jakers: The Adventure Of Piggley Winks	Fathers Day		1	2	1	2	1		Piggley Winks, a spunky eight-year-old pig, and his friends Dannan the Duck and Ferny the Bull, live on Raloo Farm in Ireland. While they are enjoying their escapades, American transplant Wiley offers wild and woolly advice to his flock. 
2QQVRsaxQtqQA0	1	0003	18474	30	Das Journal			1	1	1	1	1		News via satellite from DW Berlin, in German, no subtitles.
2AaVRCQHatQqA0	2	0002	15562	60	Parliament Question Time	The House of Representatives		1	1	1	1	1		Question time from Canberra of today's session  of The House of Representatives.
2AaVRCQhAdqQQ0	3	0006,0007	16809	60	Blue Heelers	Stewart Vs Stewart		1	2	1	2	2	12	Ben's open and shut case turns nasty when he finds out his sister Liz is the defence lawyer. With Liz back in town, Jo begins to wonder exactly what's going on in her relationship with PJ. John Wood, Julie Nihil 
2AQfBCAhatqQQ0	4	0008,0009	15632	60	The Young And The Restless			1	1	3	1	2	9	Since 1973, the three main families of Genoa City have enthralled viewers around the world with one relationship intrigue after another. Rivalries, dreams and fears are exposed through the generations of characters.
2QQVRSQxATaqQ0	5	0001,0005,0010	16913	60	Oprah	Ricky Martin on Children Being Sold into Sexual Slavery		1	2	1	1	1	9	Throughout 17 years hosting her own talk show, Oprah has been accredited with changing many lives, enlightening viewers on a variety of issues and urging all who watch to better themselves. The celebrity guest range is impressive to say the least.
2AafBcQHADAaQ0	101	0090,0080	39346	60	The Young And The Restless			1	1	3	1	2	9	Since 1973, the three main families of Genoa City have enthralled viewers around the world with one relationship intrigue after another. Rivalries, dreams and fears are exposed through the generations of characters.
