2aagaiahbeaaa0	3	0003,1283	91930	85	Movie: Hollywood Hong Kong  (Heunggong 		1	1	1	1	1	1	9	Tung Tung (Zhou Xun) is a Chinese prostitute who has a plan that will get her out of prostitution and Hong Kong to go and study in the United States. To achieve her plan, Tung Tung seduces triad pimp Wong Chi Keung (Wong You Nam) and a few other men before enlisting the help of her solicitor friend Sai (Leung Shi Ping) to blackmail them for having sex with an underage girl. The film was shot on location in a shanty area known as Diamond Hill, at the foot of Kowloon's Lion Rock, showing the squalor of the lives of some of Hong Kong's residents. Directed by Fruit Chan. (From Hong Kong, in Cantonese, English subtitles)	
2aagaiahbfcfa0	3	0003,1283	09044	30	Drama Series: The Nanny  (Dadi)		1	1	1	1	1	1	9	The Christmas Show - A Turkish version of the popular US sit-com The Nanny with a warm and likeable nanny played by Gulben Ergen. It is the day before Bayram and Ömer have to go away for a special program for orphans, leaving the kids with Melek. Also stars Kenan Isik and Seray Sever. (From Turkey, in Turkish, English subtitles)	
2aagaiahbfffa0	3	0003,1283	81562	185	Close		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahbjaaa0	3	0003,1283	63175	25	Weatherwatch And Music		1	1	1	1	1	1	9	A continuously updated weather report, bringing viewers the latest weather conditions from around Australia, and featuring a selection of quality music.	
2aagaiahbjcfa0	3	0003,1283	67334	35	Japanese News		1	1	1	1	1	1	9	News via satellite from NHK Tokyo, In Japanese, no subtitles.	
2aagaiahbeaaa0	33	0033,1281	34077	30	Arabic News (Cont.)		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahbedaa0	33	0033,1281	57346	120	Indonesian News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahbgdaa0	33	0033,1281	05209	175	Weather Watch		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahbjcfa0	33	0033,1281	67334	35	Japanese News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahbeaaa0	8	0008,0009	28508	180	Quizmania		1	1	1	1	1	1	9	A live interactive show offering viewers the chance to phone in and take part in fun games for big cash.	
2aagaiahbhaaa0	8	0008,0009	35668	60	Matlock Police (Crawford's Australian C		1	1	1	1	1	1	9	WIN Television presents classic Aussie police drama set in the town of Matlock. Contains Some Violence [V] Adult Themes [A]	
2aagaiahbiaaa0	8	0008,0009	50839	30	Entertainment Tonight		1	1	1	1	1	1	9	For all the latest movie and music news and reviews, join your hosts Mark Steines and Mary Hart.	
2aagaiahbidaa0	8	0008,0009	45171	90	Good Morning America		1	1	1	1	1	1	9	Early morning news/talk show with co-hosts Diane Sawyer and Charlie Gibson.	
2aagaiahcaaaa0	2	0002	19238	5	Potatoes And Dragons		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcaafa0	2	0002	13140	25	The Fugitives		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcadaa0	2	0002	03742	5	A Town Called Panic		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcadfa0	2	0002	29117	25	Class Of The Titans		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcbaaa0	2	0002	94892	20	Atomic Betty		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcbcaa0	2	0002	32620	15	Tracey Mcbean		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcbdfa0	2	0002	16778	25	Fantastic Flying Journey		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccaaa0	2	0002	51908	10	Harry And His Bucket Full Of Dinosaurs		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccbaa0	2	0002	32971	15	The Wiggles Show		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcccfa0	2	0002	83490	5	Pingu		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccdaa0	2	0002	55708	25	Play With Me Sesame		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccffa0	2	0002	45441	15	Pinky Dinky Doo		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdbaa0	2	0002	31960	10	Rubbadubbers		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdcaa0	2	0002	88285	5	Sali Mali		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdcfa0	2	0002	26655	5	Bananas In Pyjamas		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcddaa0	2	0002	03800	30	Play School		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaaaaa0	2	0002	49459	25	Behind The News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaacfa0	2	0002	00631	10	Our History		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaadfa0	2	0002	95781	25	Classic Short Prose		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiabaaa0	2	0002	36022	60	Naked Science		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcaaaa0	10	0010,0005	16910	60	Ten Early News		1	1	1	1	1	1	9	Breaking local, national and overseas news, including sport and the latest weather. Join BILL WOODS and KATH ROBINSON for up-to-the-minute news brought to you first by TEN.	
2aagaiahcbaaa0	10	0010,0005	63134	90	Toasted Tv		1	1	1	1	1	1	9	Join Dan Sweetman and Pip Russell for a cocktail of hip reports on sport, games, hot music, cinema, cool books, fitness and other seriously cool stuff! Featuring cartoons: Totally Spies, One Piece ((R)), All Grown Up	
2aagaiahccdaa0	10	0010,0005	03765	30	In The Box		1	1	1	1	1	1	9	Go on a magical journey of discovery, with Bop and the gang from In The Box.	
2aagaiahcdaaa0	10	0010,0005	42159	120	9am With David & Kim		1	1	1	1	1	1	9	David Reyne and Kim Watkins present current news and topical discussion, plus celebrity guests, cooking, fitness, health and lifestyle.	
2aagaiaiabaaa0	10	0010,0005	37079	10	Ten Morning News		1	1	1	1	1	1	9	Comprehensive coverage of local, national and overseas news, sports and the latest weather.	
2aagaiaiabbaa0	10	0010,0005	96868	20	Ttn		1	1	1	1	1	1	9	Weekly news program aimed at primary and early secondary school children.	
2aagaiaiabdaa0	10	0010,0005	71108	30	Neighbours Encore		1	1	1	1	1	1	9	Lyn turns the tables on Paul - and ends up turning his bedsheets! Desperate Carmella spins Cameron a red herring. Katya regains her confidence, thanks to Max. Toadie sets Ned up on a date - with a twist. Starring: Natalie Blair, Janet Andrewartha, Stefan Dennis, Natalie Bassingthwaighte	
2aagaiahcaaaa0	21	0021	25794	20	Closed		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcacaa0	21	0021	81897	30	People Dimensions		1	1	1	1	1	1	9	Great Dads: Remarkable men and the way their professional and family lives interconnect. Cricketer, Justin Langer, on being separated from his daughters and Phillip McFarlane, who overcome pain and disability to raise two boys alone.	
2aagaiahcafaa0	21	0021	08140	30	Australia Wide		1	1	1	1	1	1	9	Each weekday Australia Wide will bring stories from all over Australia. Our extensive network of program makers are uniquely placed to bring to a national audience the people and stories from their part of Australia.	
2aagaiahcbcaa0	21	0021	33856	35	Lateline		1	1	1	1	1	1	9	A unique nightly news analysis program bringing you up-to-the-minute coverage of Australian and international news and events. Presented by Tony Jones.	
2aagaiahcbffa0	21	0021	35962	5	Business Bulletin		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccaaa0	21	0021	02771	30	Talking Heads		1	1	1	1	1	1	9	Peter Thompson, one of this country's most respected interviewers, invites along some of the most fascinating people in the country and records their conversation in the stunning Brisbane Powerhouse.	
2aagaiahccdaa0	21	0021	87478	25	Gardening Australia		1	1	1	1	1	1	9	Josh Byrne finds out more about aquaponics - a combination of aquaculture and hydroponics; Angus Stewart meets plant collector, nurseryman and plant breeder Bob Cherry; and Meredith Kirton tells us more about Euphorbias.	
2aagaiahccffa0	21	0021	15769	5	Weather Bulletin		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdaaa0	21	0021	87125	60	Landline		1	1	1	1	1	1	9	Australia's national rural program, with reports from around the country on rural and urban issues. Presented by Sally Sara.	
2aagaiaiaaaaa0	21	0021	42411	10	Toddworld		1	1	1	1	1	1	9	The adventures of artistic, offbeat six-year-old, Todd, and his friends, Pickle, Dot, Sophie, his dog Otto and cat Mitzi amongst a varied assortment of vibrantly-coloured animals plus an alien visitor or two.	
2aagaiaiaabaa0	21	0021	83490	5	Pingu		1	1	1	1	1	1	9	Animated series about Pingu, a friendly little penguin from the South Pole whose light-hearted creativity sometimes gets him into trouble but equally often gets him back on his feet again.	
2aagaiaiaabfa0	21	0021	03631	10	Bob The Builder: Project Build It		1	1	1	1	1	1	9	Bob the Builder and his gang: Scoop the digger, Muck the bulldozer, Dizzy the cement mixer, Lofty the crane and Roley the steamroller have fun and adventures digging up roads and laying pipes.	
2aagaiaiaacfa0	21	0021	68820	5	Soupe Opera		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaadaa0	21	0021	57329	15	The Fimbles		1	1	1	1	1	1	9	Fimbo, Florrie and Baby Pom, are the three Fimbles who live in a world where anything is possible. A day in the life of the Fimbles is all about finding out and exploration through play, activities, songs and stories.	
2aagaiaiaaefa0	21	0021	63255	5	Bob The Builder		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaafaa0	21	0021	77902	25	Jakers!: The Adventures Of Piggley Wink		1	1	1	1	1	1	9	Piggley Winks, an eight-year-old pig, and his friends live on Raloo Farm in Ireland. While they are enjoying their escapades, American transplant Wiley offers wild and woolly advice to his flock.	
2aagaiaiabbfa0	21	0021	18541	20	Animal Jam		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiabdfa0	21	0021	81247	5	Ebb And Flo		1	1	1	1	1	1	9	Ebb and Flo are inseparable. Flo is a lively 5-year-old girl and quietly protective of Ebb, her portly and grumpy dog. They live on a boat and their happiest times are those spent in their rowboat watching the world go by.	
2aagaiaiabeaa0	21	0021	31960	10	Rubbadubbers		1	1	1	1	1	1	9	Bathtime is fun and the bathtoys love the splashing and playing too. But what do they do the rest of the time? Once the coast is clear, the Rubbadubbers come to life and turn an everyday bathroom into a world of imagination and adventure.	
2aagaiaiabfaa0	21	0021	31834	10	Fireman Sam: The Hero Next Door		1	1	1	1	1	1	9	In a little town in Wales called Pontypandy lives Fireman Sam. Who with Fire Officer Steele and Fireman Elvis Cridlington is always on the ready, to speed into action at the first sign of an emergency! Narrated by John Alderton	
2aagaiahcaaaa0	6	0006,0007	01730	180	Sunrise		1	1	1	1	1	1	9	For the best way to start your day, wake up to Australia's number one breakfast show with DAVID KOCH and MELISSA DOYLE for all the latest news, sport and weather.	
2aagaiahcdaaa0	6	0006,0007	93449	30	The Fairies		1	1	1	1	1	1	9	An enchanting, magical fantasy, come to life as the Fairies explore Fairyland through play and adventure. A live-action, musical series for preschoolers.	
2aagaiahcddaa0	6	0006,0007	77461	60	Home Shopping		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaadaa0	6	0006,0007	17019	30	Seven Morning News		1	1	1	1	1	1	9	The latest news from around Australia and overseas. Presented by ANN SANDERS.	
2aagaiaiabaaa0	6	0006,0007	45555	30	Surprise Chef		1	1	1	1	1	1	9	Aristos seeks out an unsuspecting supermarket patron... his mission is to prepare a meal from the ingredients in their trolley and food at home in their cupboards. The race is on to combine the ingredients into a gourmet meal and surprise a member of the family.	
2aagaiaiabdaa0	6	0006,0007	10049	30	Wheel Of Fortune		1	1	1	1	1	1	9	Australia's favourite game show returns ... as three lucky contests spin the wheel hoping to win exciting prizes, holidays or even a car! Hosted by LARRY EMDUR with LAURA CSORTAN.	
2aagaiahcaaaa0	3	0003,1283	81698	20	Cantonese News		1	1	1	1	1	1	9	News via satellite from ATV Hong Kong, in Cantonese, no subtitles.	
2aagaiahcacaa0	3	0003,1283	97778	30	Mandarin News		1	1	1	1	1	1	9	News via satellite from CCTV Beijing, in Mandarin, no subtitles.	
2aagaiahcafaa0	3	0003,1283	63175	35	Weatherwatch And Music		1	1	1	1	1	1	9	A continuously updated weather report, bringing viewers the latest weather conditions from around Australia, and featuring a selection of quality music.	
2aagaiahcbcfa0	3	0003,1283	00415	35	Italian News		1	1	1	1	1	1	9	News via satellite from RAI Rome, in Italian, no subtitles.	
2aagaiahccaaa0	3	0003,1283	45851	30	Das Journal		1	1	1	1	1	1	9	News via satellite from DW Berlin, in German, no subtitles.	
2aagaiahccdaa0	3	0003,1283	36775	50	Spanish News		1	1	1	1	1	1	9	News via satellite from RTVE Madrid, in Spanish, no subtitles.	
2aagaiahcdcaa0	3	0003,1283	76626	35	Le Journal		1	1	1	1	1	1	9	News via satellite from FR2 Paris, in French, no subtitles.	
2aagaiahcdffa0	3	0003,1283	04959	35	Russian News		1	1	1	1	1	1	9	News via satellite from NTV Moscow, in Russian, no subtitles.	
2aagaiaiaadaa0	3	0003,1283	31989	60	Greek News		1	1	1	1	1	1	9	News via satellite from ERT Athens, in Greek, no subtitles.	
2aagaiaiabdaa0	3	0003,1283	56526	35	Arabic News		1	1	1	1	1	1	9	News via satellite from DRTV Dubai, no subtitles.	
2aagaiahcaaaa0	33	0033,1281	81698	20	Cantonese News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcacaa0	33	0033,1281	97778	30	Mandarin News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcafaa0	33	0033,1281	15601	35	Filipino News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcbcfa0	33	0033,1281	00415	35	Italian News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccaaa0	33	0033,1281	81394	30	German News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahccdaa0	33	0033,1281	36775	50	Spanish News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdcaa0	33	0033,1281	90533	35	French News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcdffa0	33	0033,1281	04959	35	Russian News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaadaa0	33	0033,1281	31989	60	Greek News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiabdaa0	33	0033,1281	56526	35	Arabic News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiahcaaaa0	8	0008,0009	96368	180	Today		1	1	1	1	1	1	9	Join Karl Stefanovic and Jessica Rowe along with Steve Jacobs, Sharyn Ghidella and Richard Wilkins, as they bring you the latest in news, current affairs, sports, politics, entertainment, fashion, health and lifestyle.	
2aagaiahcdaaa0	8	0008,0009	29730	120	Mornings With KerriAnne		1	1	1	1	1	1	9	Join your host Kerri-Anne Kennerley as she presents a mix of the latest show-biz news and gossip, incorporating international and local faces, lifestyle segments, music and topical issues. Kerri-Anne will also present all the latest news and expert advice on everyday problems and issues with a regular team of experts.	
2aagaiaiabaaa0	8	0008,0009	15395	30	National Morning News		1	1	1	1	1	1	9	Local and international news.	
2aagaiaiabdaa0	8	0008,0009	77248	30	Time Life		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiacaaa0	2	0002	32613	30	Midday Report		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiacdaa0	2	0002	59084	30	The New Inventors		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiadaaa0	2	0002	19983	30	The Einstein Factor		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaddaa0	2	0002	13993	30	Catalyst		1	1	1	1	1	1	9	Researchers have discovered that a sticky substance from the back of the Holy Cross frog is stronger than any non-toxic medical adhesive on the market.	
2aagaiaiaeaaa0	2	0002	00476	60	Parliament Question Time: The House Of 		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiafaaa0	2	0002	26655	5	Bananas In Pyjamas		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiafafa0	2	0002	32839	25	Poko		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiafdaa0	2	0002	03800	30	Play School		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiagaaa0	2	0002	46852	25	Arthur		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiagcfa0	2	0002	79758	25	Bb3b		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiagfaa0	2	0002	33938	5	Roller Coaster Including		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiagffa0	2	0002	29117	25	Class Of The Titans		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiahcaa0	2	0002	25873	20	Girls In Love		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiaheaa0	2	0002	17417	15	Girl Stuff, Boy Stuff		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiahffa0	2	0002	49459	5	Behind The News		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiacaaa0	10	0010,0005	68250	60	Queer Eye For The Straight Guy		1	1	1	1	1	1	9	Five gay men, out to make over the world - one straight guy at a time. They are the Fab 5 and each week their mission is to transform a style-deficient & culture-deprived straight man from drab to fab	
2aagaiaiadaaa0	10	0010,0005	62912	60	The Oprah Winfrey Show		1	1	1	1	1	1	9	MEET THE WORLD'S YOUNGEST QUEEN. Smart, beautiful, and royal...she came half way around the globe to see us. Meet the world's youngest queen! Then, this grandmother of nine made presidential history and is a woman Oprah wants you to meet!	
2aagaiaiaeaaa0	10	0010,0005	04039	60	Ready Steady Cook		1	1	1	1	1	1	9	Cooking Game Show where it's a battle against the clock for Australia's top chefs and guest contestants to create a tasty meal. Hosted by Peter Everett.	
2aagaiaiafaaa0	10	0010,0005	42747	30	Infomercial		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiafdaa0	10	0010,0005	07069	30	Huey's Cooking Adventures		1	1	1	1	1	1	9	Chef extraordinaire Iain Hewitson provides simple recipes that are informative, fun, as well as being totally delicious.	
2aagaiaiagaaa0	10	0010,0005	30118	30	Totally Wild		1	1	1	1	1	1	9	Explore the natural beauty of Australia's native flora and fauna with the Totally Wild team.	
2aagaiaiagdaa0	10	0010,0005	75174	30	The Bold & The Beautiful		1	1	1	1	1	1	9	The story of the glamorous Forrester family: their loves, tragedies, triumphs and struggles for power in the fashion industry.	
2aagaiaiahaaa0	10	0010,0005	85791	60	Ten News At Five		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiacaaa0	21	0021	34375	15	Elmo's World		1	1	1	1	1	1	9	The high-spirited, high-pitched, little red monster, Elmo, his pet fish, Dorothy and Mr Noodle explore the world around them from the earth bound challenges of a three-year-old, to an imaginary planet.	
2aagaiaiacbfa0	21	0021	16855	15	Mopatop's Shop		1	1	1	1	1	1	9	Mopatop, his assistant, Puppyduck, and friend Moosey work in a wondrous shop where you could get anything you could ever think or dream of - from a happy thought to a giant strawberry jam sandwich to a hiccup	
2aagaiaiacdaa0	21	0021	43640	5	Andy Pandy		1	1	1	1	1	1	9	The candy-coloured world of Andy Pandy includes his best friends Looby Loo and Teddy, endless fun and games and new chums Hissy Missy, a snake-shaped draught excluder, Tiffo, a stuffed dog, and Bilbo who sails a yacht on wheels.	
2aagaiaiacdfa0	21	0021	03800	20	Play School		1	1	1	1	1	1	9	Join the playschool team to learn a little, while singing songs, listening to stories, making things, and going on adventures with Big Ted, Jemima and all the other toys, on this all time favourite children's show.	
2aagaiaiacffa0	21	0021	83490	10	Pingu		1	1	1	1	1	1	9	Animated series about Pingu, a friendly little penguin from the South Pole whose light-hearted creativity sometimes gets him into trouble but equally often gets him back on his feet again.	
2aagaiaiadafa0	21	0021	46465	10	Lights, Camera, Action, Wiggles!		1	1	1	1	1	1	9	The Wiggles make TV for children their way: full of fun, music and entertainment transmitted from their very own Network Wiggles.	
2aagaiaiadbfa0	21	0021	85818	15	The SaveUms		1	1	1	1	1	1	9	Small is powerful - Believe It: the rallying cry of the Save-ums: pint-sized super heroes who race to the rescue in preschool-sized emergencies by collaborative problem solving, critical thinking, and the creative use of technology.	
2aagaiaiaddaa0	21	0021	41078	20	Boohbah		1	1	1	1	1	1	9	The Boohbahs, Humbah, Zumbah, Zing Zing Zingbah, Jumbah, and Jingba, are five colourful atoms of energy powered by the laughter and joy of children they encounter all over the world. A preschool series from the creators of the Teletubbies	
2aagaiaiadfaa0	21	0021	26655	5	Bananas In Pyjamas		1	1	1	1	1	1	9	Mayhem and mischief as the Bananas and their friends the Teddies are joined by some rather eccentric farmyard characters: Camembert the cow, Dolly the sheep, Pedro the pig, and chickens, Gregory and Peck.	
2aagaiaiadffa0	21	0021	53226	5	Angelmouse		1	1	1	1	1	1	9	Our hero is a fully-fledged angel but has the attributes of a small child. He is cheeky, mischievous and charming. It is a constant struggle keeping hold of his halo! When he is tempted to be naughty, the 'thingamajig' tarnishes and starts	
2aagaiaiaeaaa0	21	0021	45441	15	Pinky Dinky Doo		1	1	1	1	1	1	9	Pinky Dinky Doo is a seven-year-old girl who's been known to wear a big wedge of cheese to school and whose brain expands to enormous proportions when she has a great big idea-but only in her imagination!	
2aagaiaiaebfa0	21	0021	02477	5	Yoko! Jakamoko! Toto!		1	1	1	1	1	1	9	Yoko! Jakamoko! Toto! features Yoko the Bird, Jakamoko the Armadillo and Toto the Monkey. It's about friendship and life being an adventure and celebration played out to exciting music with a Spanish and African beat.	
2aagaiaiaecaa0	21	0021	18568	10	Oswald		1	1	1	1	1	1	9	The adventures of Oswald, the blue octopus, and his pet hot-dog Weenie. Amazing things can and do happen in the mythical metropolis of Big so Oswald and his friends, find themselves in a variety of bizarre and funny situations.	
2aagaiaiaedaa0	21	0021	77516	5	Global Grover		1	1	1	1	1	1	9	Global Grover journeys all over the world, introducing children to others who are also learning and growing; mastering new dances, making new things, and playing with new friends and family.	
2aagaiaiaedfa0	21	0021	35700	25	Teletubbies		1	1	1	1	1	1	9	Tinky Winky, Dipsy, Laa Laa and Po are the Teletubbies. They are four brightly coloured characters that live in Teletubbyland: their fantasy world linked to reality.	
2aagaiaiafaaa0	21	0021	87478	30	Gardening Australia		1	1	1	1	1	1	9	In a new segment Gardening Australia takes a look at some of Australia's gardening icons. Josh finally gets to visit a Perth garden he's been dying to see and Jerry takes a look at the Wollemi Pine.	
2aagaiaiafdaa0	21	0021	60007	30	Dimensions In Time		1	1	1	1	1	1	9	How have we become what we are? Guy Noble hosts the programme that explores all facets of the Australian past and seeks out the living custodians of our stories in search of the history that has moulded our personality as a nation.	
2aagaiaiagaaa0	21	0021	66124	50	John And Yoko's Year Of Peace		1	1	1	1	1	1	9	The activities of John and Yoko in 1969, focussing on their famous bed-ins, featuring rare footage including John and Yoko's wedding and the infamous bedside confrontation with cartoonist Al Capp.	
2aagaiaiagfaa0	21	0021	18287	5	Human Contraptions		1	1	1	1	1	1	9	Bruce Petty takes an entertaining look at modern art. The first time a human did something unrelated to work, minds opened and imaginations soared; now anything properly marketed can be art for 15 minutes.	
2aagaiaiagffa0	21	0021	30969	5	Sports Bulletin		1	1	1	1	1	1	9	Synopsis not available.	
2aagaiaiahaaa0	21	0021	08140	30	Australia Wide		1	1	1	1	1	1	9	Each weekday Australia Wide will bring stories from all over Australia. Our extensive network of program makers are uniquely placed to bring to a national audience the people and stories from their part of Australia.	
2aagaiaiahdaa0	21	0021	27333	30	Australian Story Classics		1	1	1	1	1	1	9	The intriguing story of former model and TV presenter Patrice Newell's decision to move to a ten thousand acre beef cattle property in the Hunter Valley, with her partner, broadcaster Phillip Adams, where they now also grow olives.	
2aagaiaiacaaa0	6	0006,0007	44611	120	Movie: Silent Cradle		1	1	1	1	1	1	9	A reporter investigating an adoption agency conspiracy discovers her own stillborn baby may in fact be alive. Starring LORRAINE BRACCO, MARGO KIDDER, JOHN HEARD and JASON GEDRICK.	
2aagaiaiaeaaa0	6	0006,0007	93258	60	Blue Heelers		1	1	1	1	1	1	9	Jonesy is shot and held captive by an illegal casino operator. Meanwhile Susie battles to convince Tom that Jonesy is in real danger and hasn't absconded with his girlfriend. Starring MARTIN SACKS, SIMONE MCAULLAY, PAUL BISHOP, DITCH DAVEY, JULIE NIHILL, JOHN WOOD, RACHEL GORDON, GEOFF MORRELL, DANNY RACO and SAMANTHA TOLJ.	
2aagaiaiafaaa0	6	0006,0007	91974	60	Rafferty's Rules		1	1	1	1	1	1	9	The excitement of punting grips the courthouse when Rafferty is given a hot tip at the trots. Starring JOHN WOOD, ARKY MICHAEL, CATHERINE WILKIN, SIMON CHILVERS, ANDREW MC FARLANE, SEAN GARLICK, BERNADETTE FOSTER and CHRISTINE HILL.	
2aagaiaiagaaa0	6	0006,0007	19724	30	It's Academic		1	1	1	1	1	1	9	An educational and entertaining show where students compete against other schools in an attempt to win cash and prizes. Hosted by SIMON REEVE.	
2aagaiaiagdaa0	6	0006,0007	33767	30	Seven News At 4.30		1	1	1	1	1	1	9	MIKE AMOR presents the latest news sport and weather from around Australia and overseas.	
2aagaiaiahaaa0	6	0006,0007	29359	30	Mash		1	1	1	1	1	1	9	Synopsis not available.	
